,지역,키워드,언급수,월
0,강릉시,강릉,4357,3월
1,강릉시,여행,1887,3월
2,강릉시,바다,1478,3월
3,강릉시,사진,1462,3월
4,강릉시,카페,1110,3월
5,강릉시,해변,1059,3월
6,강릉시,커피,930,3월
7,강릉시,맛집,749,3월
8,강릉시,호텔,708,3월
9,강릉시,강원도,685,3월
10,강릉시,강릉시,643,3월
11,강릉시,숙소,617,3월
12,강릉시,주문진,577,3월
13,강릉시,순두부,550,3월
14,강릉시,뷰,518,3월
15,강릉시,주차,488,3월
16,강릉시,빵,483,3월
17,강릉시,회,428,3월
18,강릉시,강문,320,3월
19,강릉시,초당,315,3월
20,강릉시,대게,314,3월
21,강릉시,친구,312,3월
22,강릉시,공원,304,3월
23,강릉시,오션,303,3월
24,강릉시,밥,303,3월
25,강릉시,아르떼,303,3월
26,강릉시,동해,299,3월
27,강릉시,아침,295,3월
28,강릉시,음식,294,3월
29,강릉시,막국수,294,3월
30,거제시,거제,3334,3월
31,거제시,여행,1933,3월
32,거제시,거제도,1671,3월
33,거제시,바다,1344,3월
34,거제시,사진,1285,3월
35,거제시,거제시,842,3월
36,거제시,카페,773,3월
37,거제시,뷰,670,3월
38,거제시,외도,614,3월
39,거제시,맛집,554,3월
40,거제시,섬,549,3월
41,거제시,유람선,506,3월
42,거제시,풍경,486,3월
43,거제시,경남,475,3월
44,거제시,매미,467,3월
45,거제시,주차,461,3월
46,거제시,숙소,403,3월
47,거제시,커피,376,3월
48,거제시,배,371,3월
49,거제시,공원,371,3월
50,거제시,펜션,370,3월
51,거제시,해금강,365,3월
52,거제시,날씨,352,3월
53,거제시,포토,349,3월
54,거제시,가족,348,3월
55,거제시,전망대,347,3월
56,거제시,호텔,321,3월
57,거제시,수선화,320,3월
58,거제시,케이블카,317,3월
59,거제시,봄,314,3월
60,경주시,경주,4668,3월
61,경주시,여행,1888,3월
62,경주시,사진,1444,3월
63,경주시,벚꽃,1174,3월
64,경주시,카페,850,3월
65,경주시,경주시,674,3월
66,경주시,대릉,605,3월
67,경주시,맛집,537,3월
68,경주시,주차,507,3월
69,경주시,첨성대,499,3월
70,경주시,불국사,423,3월
71,경주시,빵,418,3월
72,경주시,호텔,398,3월
73,경주시,체험,365,3월
74,경주시,봄,362,3월
75,경주시,가족,351,3월
76,경주시,커피,349,3월
77,경주시,포토,349,3월
78,경주시,바다,346,3월
79,경주시,신라,342,3월
80,경주시,풀,335,3월
81,경주시,나무,330,3월
82,경주시,꽃,325,3월
83,경주시,날씨,319,3월
84,경주시,분위기,312,3월
85,경주시,식당,312,3월
86,경주시,펜션,302,3월
87,경주시,동궁,299,3월
88,경주시,빌라,297,3월
89,경주시,저녁,294,3월
90,서귀포시,제주,3181,3월
91,서귀포시,여행,2317,3월
92,서귀포시,제주도,2213,3월
93,서귀포시,사진,1637,3월
94,서귀포시,카페,1069,3월
95,서귀포시,유채꽃,911,3월
96,서귀포시,서귀포시,822,3월
97,서귀포시,서귀포,751,3월
98,서귀포시,바다,726,3월
99,서귀포시,포토존,625,3월
100,서귀포시,호텔,612,3월
101,서귀포시,숙소,592,3월
102,서귀포시,맛집,562,3월
103,서귀포시,꽃,491,3월
104,서귀포시,주차,462,3월
105,서귀포시,봄,435,3월
106,서귀포시,날씨,435,3월
107,서귀포시,풍경,415,3월
108,서귀포시,공원,377,3월
109,서귀포시,뷰,372,3월
110,서귀포시,돼지,365,3월
111,서귀포시,산방산,364,3월
112,서귀포시,우도,361,3월
113,서귀포시,밭,358,3월
114,서귀포시,벚꽃,344,3월
115,서귀포시,체험,334,3월
116,서귀포시,갈치,328,3월
117,서귀포시,가족,323,3월
118,서귀포시,나무,314,3월
119,서귀포시,마라도,301,3월
120,강릉시,섬,1231,3월
121,강릉시,신안,651,3월
122,강릉시,여행,612,3월
123,강릉시,신안군,431,3월
124,강릉시,바다,383,3월
125,강릉시,목포,352,3월
126,강릉시,꽃,332,3월
127,강릉시,퍼플,316,3월
128,강릉시,다리,307,3월
129,강릉시,전남,269,3월
130,강릉시,사진,249,3월
131,강릉시,자연,242,3월
132,강릉시,산,224,3월
133,강릉시,박물관,208,3월
134,강릉시,봄,196,3월
135,강릉시,갯벌,186,3월
136,강릉시,대교,185,3월
137,강릉시,관광,185,3월
138,강릉시,풍경,183,3월
139,강릉시,증도,181,3월
140,강릉시,보라색,181,3월
141,강릉시,축제,180,3월
142,강릉시,공원,179,3월
143,강릉시,반월,174,3월
144,강릉시,배,170,3월
145,강릉시,마산,164,3월
146,강릉시,조개,160,3월
147,강릉시,해변,154,3월
148,강릉시,방문,143,3월
149,강릉시,작품,141,3월
150,여수시,여수,5846,3월
151,여수시,여행,2116,3월
152,여수시,바다,1649,3월
153,여수시,사진,1306,3월
154,여수시,카페,913,3월
155,여수시,오동도,796,3월
156,여수시,밤,663,3월
157,여수시,맛집,662,3월
158,여수시,뷰,643,3월
159,여수시,호텔,624,3월
160,여수시,게장,616,3월
161,여수시,이순신,591,3월
162,여수시,여수시,575,3월
163,여수시,공원,546,3월
164,여수시,주차,476,3월
165,여수시,섬,475,3월
166,여수시,낭만,447,3월
167,여수시,케이블카,441,3월
168,여수시,광장,426,3월
169,여수시,동백꽃,400,3월
170,여수시,숙소,398,3월
171,여수시,오션,387,3월
172,여수시,김밥,383,3월
173,여수시,포차,382,3월
174,여수시,아르떼,375,3월
175,여수시,돌산,370,3월
176,여수시,가족,360,3월
177,여수시,갓김치,357,3월
178,여수시,풍경,352,3월
179,여수시,야경,337,3월
180,인제군,여행,1484,3월
181,인제군,인제,1413,3월
182,인제군,사진,1221,3월
183,인제군,강원도,677,3월
184,인제군,카페,549,3월
185,인제군,자작나무,540,3월
186,인제군,속초,492,3월
187,인제군,숙소,456,3월
188,인제군,자작나무숲,448,3월
189,인제군,겨울,442,3월
190,인제군,숲,428,3월
191,인제군,황태,427,3월
192,인제군,맛집,414,3월
193,인제군,바다,408,3월
194,인제군,호텔,339,3월
195,인제군,식당,327,3월
196,인제군,커피,327,3월
197,인제군,친구,315,3월
198,인제군,산,314,3월
199,인제군,버스,297,3월
200,인제군,게,293,3월
201,인제군,구이,282,3월
202,인제군,예약,279,3월
203,인제군,저녁,278,3월
204,인제군,주차,276,3월
205,인제군,밥,275,3월
206,인제군,날씨,272,3월
207,인제군,풍경,267,3월
208,인제군,막국수,264,3월
209,인제군,메뉴,254,3월
210,장흥군,장흥,905,3월
211,장흥군,여행,839,3월
212,장흥군,사진,556,3월
213,장흥군,바다,321,3월
214,장흥군,꽃,302,3월
215,장흥군,카페,289,3월
216,장흥군,봄,279,3월
217,장흥군,공원,244,3월
218,장흥군,산,234,3월
219,장흥군,숲,222,3월
220,장흥군,강진,202,3월
221,장흥군,버스,201,3월
222,장흥군,자연,197,3월
223,장흥군,섬,196,3월
224,장흥군,맛집,194,3월
225,장흥군,나무,178,3월
226,장흥군,작품,178,3월
227,장흥군,풍경,171,3월
228,장흥군,정남진,168,3월
229,장흥군,다리,166,3월
230,장흥군,책,164,3월
231,장흥군,작가,163,3월
232,장흥군,체험,162,3월
233,장흥군,친구,160,3월
234,장흥군,식당,154,3월
235,장흥군,빵,153,3월
236,장흥군,게,153,3월
237,장흥군,숙소,152,3월
238,장흥군,하늘,150,3월
239,장흥군,음식,149,3월
240,제주시,제주,2530,3월
241,제주시,제주도,1608,3월
242,제주시,제주시,1501,3월
243,제주시,여행,1415,3월
244,제주시,카페,917,3월
245,제주시,사진,878,3월
246,제주시,맛집,832,3월
247,제주시,공항,675,3월
248,제주시,고기,558,3월
249,제주시,호텔,526,3월
250,제주시,숙소,472,3월
251,제주시,돼지,458,3월
252,제주시,바다,456,3월
253,제주시,주차,380,3월
254,제주시,음식,379,3월
255,제주시,밥,368,3월
256,제주시,커피,360,3월
257,제주시,식당,323,3월
258,제주시,새우,318,3월
259,제주시,분위기,291,3월
260,제주시,식사,280,3월
261,제주시,와인,263,3월
262,제주시,날씨,261,3월
263,제주시,아침,258,3월
264,제주시,벚꽃,248,3월
265,제주시,시장,245,3월
266,제주시,뷰,244,3월
267,제주시,친구,242,3월
268,제주시,국물,237,3월
269,제주시,갈치,229,3월
270,태안군,태안,3243,3월
271,태안군,여행,1854,3월
272,태안군,바다,1615,3월
273,태안군,사진,1289,3월
274,태안군,펜션,1267,3월
275,태안군,카페,1098,3월
276,태안군,해수욕장,1035,3월
277,태안군,안면도,665,3월
278,태안군,숙소,649,3월
279,태안군,커피,587,3월
280,태안군,뷰,566,3월
281,태안군,맛집,562,3월
282,태안군,바베큐,488,3월
283,태안군,게국지,435,3월
284,태안군,해변,402,3월
285,태안군,가족,386,3월
286,태안군,조개,386,3월
287,태안군,날씨,377,3월
288,태안군,체험,354,3월
289,태안군,해안사,335,3월
290,태안군,서해,317,3월
291,태안군,주차,316,3월
292,태안군,풍경,311,3월
293,태안군,동굴,295,3월
294,태안군,밥,282,3월
295,태안군,식당,271,3월
296,태안군,고기,267,3월
297,태안군,갯벌,263,3월
298,태안군,봄,257,3월
299,태안군,꽃게,255,3월
