,지역,키워드,언급수,월
0,고창군,고창,3076,8월
1,고창군,여행,1473,8월
2,고창군,사진,968,8월
3,고창군,장어,820,8월
4,고창군,카페,710,8월
5,고창군,체험,626,8월
6,고창군,해바라기,623,8월
7,고창군,농원,492,8월
8,고창군,꽃,447,8월
9,고창군,갯벌,439,8월
10,고창군,여름,433,8월
11,고창군,농장,397,8월
12,고창군,가족,358,8월
13,고창군,맛집,350,8월
14,고창군,식당,332,8월
15,고창군,숙소,321,8월
16,고창군,복분자,319,8월
17,고창군,바다,311,8월
18,고창군,고인돌,301,8월
19,고창군,날씨,300,8월
20,고창군,힐링,291,8월
21,고창군,선운사,291,8월
22,고창군,음식,235,8월
23,고창군,골프,234,8월
24,고창군,휴가,230,8월
25,고창군,저녁,230,8월
26,고창군,코스모스,225,8월
27,고창군,자연,224,8월
28,고창군,해수욕장,224,8월
29,고창군,축제,221,8월
30,당진시,당진,2660,8월
31,당진시,카페,1723,8월
32,당진시,사진,1354,8월
33,당진시,여행,1248,8월
34,당진시,사람,739,8월
35,당진시,맛집,656,8월
36,당진시,미술관,654,8월
37,당진시,바다,638,8월
38,당진시,포토존,596,8월
39,당진시,공원,356,8월
40,당진시,빵,349,8월
41,당진시,날씨,346,8월
42,당진시,주차,345,8월
43,당진시,커피,324,8월
44,당진시,풍경,296,8월
45,당진시,포토,285,8월
46,당진시,체험,283,8월
47,당진시,밥,282,8월
48,당진시,우렁이,275,8월
49,당진시,전시,262,8월
50,당진시,여름,260,8월
51,당진시,친구,256,8월
52,당진시,서해,254,8월
53,당진시,면,250,8월
54,당진시,놀이동산,247,8월
55,당진시,식당,231,8월
56,당진시,음료,219,8월
57,당진시,분위기,217,8월
58,당진시,숙소,214,8월
59,당진시,로드,213,8월
60,동해시,동해,2266,8월
61,동해시,여행,1728,8월
62,동해시,바다,1488,8월
63,동해시,촛대바위,1045,8월
64,동해시,스카이밸리,1036,8월
65,동해시,동해시,985,8월
66,동해시,사진,977,8월
67,동해시,해랑전망대,895,8월
68,동해시,해변,894,8월
69,동해시,해수욕장,747,8월
70,동해시,카페,663,8월
71,동해시,숙소,596,8월
72,동해시,맛집,593,8월
73,동해시,삼척,490,8월
74,동해시,무릉,482,8월
75,동해시,동굴,459,8월
76,동해시,묵호,420,8월
77,동해시,여름,404,8월
78,동해시,뷰,393,8월
79,동해시,묵호항,377,8월
80,동해시,주차,366,8월
81,동해시,등대,366,8월
82,동해시,밥,316,8월
83,동해시,날씨,315,8월
84,동해시,가족,310,8월
85,동해시,친구,304,8월
86,동해시,회,303,8월
87,동해시,메뉴,296,8월
88,동해시,아침,292,8월
89,동해시,풍경,285,8월
90,서귀포시,제주,3180,8월
91,서귀포시,여행,2242,8월
92,서귀포시,제주도,2144,8월
93,서귀포시,사진,1325,8월
94,서귀포시,카페,1016,8월
95,서귀포시,바다,853,8월
96,서귀포시,서귀포,831,8월
97,서귀포시,숙소,697,8월
98,서귀포시,호텔,631,8월
99,서귀포시,맛집,556,8월
100,서귀포시,뷰,431,8월
101,서귀포시,가족,430,8월
102,서귀포시,체험,399,8월
103,서귀포시,식당,386,8월
104,서귀포시,주차,380,8월
105,서귀포시,풍경,377,8월
106,서귀포시,여름,376,8월
107,서귀포시,오름,374,8월
108,서귀포시,날씨,367,8월
109,서귀포시,해변,351,8월
110,서귀포시,해수욕장,342,8월
111,서귀포시,돼지,337,8월
112,서귀포시,커피,328,8월
113,서귀포시,고기,324,8월
114,서귀포시,음식,315,8월
115,서귀포시,갈치,308,8월
116,서귀포시,배,285,8월
117,서귀포시,아침,283,8월
118,서귀포시,저녁,277,8월
119,서귀포시,밥,272,8월
120,속초시,속초,5304,8월
121,속초시,여행,1909,8월
122,속초시,바다,1172,8월
123,속초시,사진,1080,8월
124,속초시,카페,1001,8월
125,속초시,맛집,769,8월
126,속초시,해수욕장,725,8월
127,속초시,주차,716,8월
128,속초시,속초시,679,8월
129,속초시,뷰,641,8월
130,속초시,물회,617,8월
131,속초시,회,553,8월
132,속초시,청초,447,8월
133,속초시,가족,444,8월
134,속초시,해변,434,8월
135,속초시,대게,429,8월
136,속초시,호텔,420,8월
137,속초시,설악산,407,8월
138,속초시,커피,404,8월
139,속초시,중앙시장,400,8월
140,속초시,빵,392,8월
141,속초시,식당,389,8월
142,속초시,오징어,381,8월
143,속초시,여름,352,8월
144,속초시,휴가,346,8월
145,속초시,음식,342,8월
146,속초시,저녁,333,8월
147,속초시,생선,328,8월
148,속초시,아침,325,8월
149,속초시,밥,322,8월
150,양양군,양양,3220,8월
151,양양군,여행,1936,8월
152,양양군,서핑,1408,8월
153,양양군,바다,1280,8월
154,양양군,사진,1233,8월
155,양양군,해변,1094,8월
156,양양군,비치,990,8월
157,양양군,숙소,934,8월
158,양양군,카페,821,8월
159,양양군,해수욕장,545,8월
160,양양군,날씨,538,8월
161,양양군,친구,518,8월
162,양양군,맛집,489,8월
163,양양군,여름,482,8월
164,양양군,속초,459,8월
165,양양군,저녁,441,8월
166,양양군,아침,437,8월
167,양양군,낙산사,427,8월
168,양양군,뷰,399,8월
169,양양군,분위기,395,8월
170,양양군,커피,378,8월
171,양양군,휴가,371,8월
172,양양군,강습,355,8월
173,양양군,주차,337,8월
174,양양군,호텔,335,8월
175,양양군,파도,325,8월
176,양양군,맥주,308,8월
177,양양군,물놀이,301,8월
178,양양군,밥,290,8월
179,양양군,게,269,8월
180,여수시,여수,4687,8월
181,여수시,여행,1956,8월
182,여수시,바다,1756,8월
183,여수시,사진,1110,8월
184,여수시,카페,1008,8월
185,여수시,게장,889,8월
186,여수시,맛집,691,8월
187,여수시,여수시,689,8월
188,여수시,돌산읍,677,8월
189,여수시,밤,636,8월
190,여수시,뷰,628,8월
191,여수시,낭만,625,8월
192,여수시,이순신,612,8월
193,여수시,김밥,523,8월
194,여수시,호텔,512,8월
195,여수시,주차,490,8월
196,여수시,숙소,483,8월
197,여수시,오동도,483,8월
198,여수시,포차,445,8월
199,여수시,케이블카,439,8월
200,여수시,광장,436,8월
201,여수시,섬,424,8월
202,여수시,밥,379,8월
203,여수시,식당,378,8월
204,여수시,가족,365,8월
205,여수시,아이스크림,354,8월
206,여수시,버거,320,8월
207,여수시,날씨,313,8월
208,여수시,오션,307,8월
209,여수시,포장,303,8월
210,영양군,여행,1578,8월
211,영양군,영양,1167,8월
212,영양군,밥,861,8월
213,영양군,맛집,712,8월
214,영양군,사진,635,8월
215,영양군,경주,507,8월
216,영양군,카페,488,8월
217,영양군,고기,473,8월
218,영양군,음식,461,8월
219,영양군,여름,373,8월
220,영양군,구이,370,8월
221,영양군,식당,370,8월
222,영양군,숙소,356,8월
223,영양군,저녁,315,8월
224,영양군,한우,311,8월
225,영양군,아침,302,8월
226,영양군,바다,292,8월
227,영양군,가족,289,8월
228,영양군,비타민,281,8월
229,영양군,건강,279,8월
230,영양군,반찬,278,8월
231,영양군,피부,267,8월
232,영양군,전복,266,8월
233,영양군,휴가,263,8월
234,영양군,식사,263,8월
235,영양군,강아지,248,8월
236,영양군,갈비,239,8월
237,영양군,산,235,8월
238,영양군,체험,232,8월
239,영양군,게,231,8월
240,인제군,인제,2148,8월
241,인제군,여행,1625,8월
242,인제군,계곡,1118,8월
243,인제군,강원도,1093,8월
244,인제군,사진,904,8월
245,인제군,숙소,641,8월
246,인제군,막국수,624,8월
247,인제군,아침,537,8월
248,인제군,여름,507,8월
249,인제군,맛집,499,8월
250,인제군,카페,492,8월
251,인제군,래프팅,441,8월
252,인제군,가족,440,8월
253,인제군,식당,366,8월
254,인제군,휴가,356,8월
255,인제군,물놀이,356,8월
256,인제군,바다,342,8월
257,인제군,두부,335,8월
258,인제군,날씨,334,8월
259,인제군,캠핑,328,8월
260,인제군,펜션,324,8월
261,인제군,황태,318,8월
262,인제군,저녁,312,8월
263,인제군,자작나무숲,302,8월
264,인제군,폭포,302,8월
265,인제군,뷰,301,8월
266,인제군,밥,297,8월
267,인제군,체험,292,8월
268,인제군,풍경,288,8월
269,인제군,캠핑장,277,8월
270,제주시,제주,2645,8월
271,제주시,제주시,1543,8월
272,제주시,제주도,1445,8월
273,제주시,여행,1397,8월
274,제주시,사진,1005,8월
275,제주시,카페,997,8월
276,제주시,맛집,948,8월
277,제주시,공항,676,8월
278,제주시,호텔,631,8월
279,제주시,숙소,546,8월
280,제주시,바다,519,8월
281,제주시,고기,453,8월
282,제주시,주차,437,8월
283,제주시,커피,425,8월
284,제주시,음식,382,8월
285,제주시,밥,357,8월
286,제주시,김밥,350,8월
287,제주시,식사,341,8월
288,제주시,돼지,339,8월
289,제주시,식당,334,8월
290,제주시,분위기,330,8월
291,제주시,저녁,310,8월
292,제주시,말고기,308,8월
293,제주시,새우,306,8월
294,제주시,뷰,286,8월
295,제주시,친구,282,8월
296,제주시,갈치,266,8월
297,제주시,아침,265,8월
298,제주시,게,264,8월
299,제주시,시장,238,8월
