,지역,키워드,언급수,월
0,경주시,경주,4721,6월
1,경주시,여행,2162,6월
2,경주시,사진,1248,6월
3,경주시,카페,926,6월
4,경주시,경주시,707,6월
5,경주시,경북,631,6월
6,경주시,첨성대,593,6월
7,경주시,숙소,586,6월
8,경주시,맛집,556,6월
9,경주시,포토존,546,6월
10,경주시,주차,526,6월
11,경주시,불국사,485,6월
12,경주시,대릉,446,6월
13,경주시,신라,398,6월
14,경주시,메뉴,385,6월
15,경주시,바다,374,6월
16,경주시,역사,356,6월
17,경주시,체험,312,6월
18,경주시,친구,310,6월
19,경주시,커피,306,6월
20,경주시,가족,301,6월
21,경주시,분위기,282,6월
22,경주시,날씨,278,6월
23,경주시,관광,273,6월
24,경주시,호텔,272,6월
25,경주시,밥,271,6월
26,경주시,공원,269,6월
27,경주시,저녁,260,6월
28,경주시,동궁,259,6월
29,경주시,펜션,259,6월
30,고성군,고성,2037,6월
31,고성군,여행,1458,6월
32,고성군,바다,1417,6월
33,고성군,라벤더,986,6월
34,고성군,사진,940,6월
35,고성군,카페,784,6월
36,고성군,강원도,782,6월
37,고성군,해변,749,6월
38,고성군,속초,694,6월
39,고성군,숙소,687,6월
40,고성군,뷰,644,6월
41,고성군,해수욕장,582,6월
42,고성군,바위,475,6월
43,고성군,오션,394,6월
44,고성군,날씨,377,6월
45,고성군,커피,337,6월
46,고성군,꽃,327,6월
47,고성군,리조트,322,6월
48,고성군,아침,305,6월
49,고성군,수국,303,6월
50,고성군,주차,283,6월
51,고성군,막국수,283,6월
52,고성군,가족,281,6월
53,고성군,펜션,274,6월
54,고성군,맛집,265,6월
55,고성군,저녁,226,6월
56,고성군,정원,226,6월
57,고성군,물회,224,6월
58,고성군,식당,212,6월
59,고성군,풍경,208,6월
60,서귀포시,제주,3182,6월
61,서귀포시,여행,2029,6월
62,서귀포시,제주도,2004,6월
63,서귀포시,수국,1500,6월
64,서귀포시,사진,1451,6월
65,서귀포시,카페,942,6월
66,서귀포시,서귀포시,811,6월
67,서귀포시,바다,695,6월
68,서귀포시,서귀포,678,6월
69,서귀포시,숙소,589,6월
70,서귀포시,호텔,583,6월
71,서귀포시,포토존,576,6월
72,서귀포시,맛집,494,6월
73,서귀포시,꽃,489,6월
74,서귀포시,주차,375,6월
75,서귀포시,가족,360,6월
76,서귀포시,날씨,349,6월
77,서귀포시,돼지,342,6월
78,서귀포시,배,334,6월
79,서귀포시,뷰,334,6월
80,서귀포시,체험,334,6월
81,서귀포시,풍경,326,6월
82,서귀포시,여름,313,6월
83,서귀포시,고기,311,6월
84,서귀포시,포토,309,6월
85,서귀포시,식당,280,6월
86,서귀포시,갈치,279,6월
87,서귀포시,야외,276,6월
88,서귀포시,정원,259,6월
89,서귀포시,자연,254,6월
90,속초시,속초,4847,6월
91,속초시,여행,1728,6월
92,속초시,바다,1177,6월
93,속초시,강원도,854,6월
94,속초시,카페,815,6월
95,속초시,사진,814,6월
96,속초시,맛집,790,6월
97,속초시,속초시,669,6월
98,속초시,주차,647,6월
99,속초시,뷰,622,6월
100,속초시,회,615,6월
101,속초시,호텔,586,6월
102,속초시,해수욕장,579,6월
103,속초시,숙소,550,6월
104,속초시,오징어,512,6월
105,속초시,물회,508,6월
106,속초시,설악산,492,6월
107,속초시,대게,485,6월
108,속초시,커피,437,6월
109,속초시,빵,380,6월
110,속초시,해변,365,6월
111,속초시,게,362,6월
112,속초시,밥,349,6월
113,속초시,중앙시장,341,6월
114,속초시,포장,335,6월
115,속초시,가족,324,6월
116,속초시,닭강정,316,6월
117,속초시,대관람차,307,6월
118,속초시,식당,306,6월
119,속초시,날씨,304,6월
120,인제군,인제,1902,6월
121,인제군,여행,1768,6월
122,인제군,강원도,1222,6월
123,인제군,사진,1038,6월
