,지역,키워드,언급수,월
0,공주시,공주,2601,5월
1,공주시,여행,1140,5월
2,공주시,카페,992,5월
3,공주시,사진,892,5월
4,공주시,공산성,877,5월
5,공주시,체험,764,5월
6,공주시,공주시,650,5월
7,공주시,밤,620,5월
8,공주시,박물관,558,5월
9,공주시,꽃,552,5월
10,공주시,공원,497,5월
11,공주시,축제,470,5월
12,공주시,금강,463,5월
13,공주시,맛집,452,5월
14,공주시,문화,360,5월
15,공주시,커피,358,5월
16,공주시,주차,357,5월
17,공주시,백제,353,5월
18,공주시,숙소,347,5월
19,공주시,역사,326,5월
20,공주시,자연,314,5월
21,공주시,섬,304,5월
22,공주시,대전,303,5월
23,공주시,동학사,301,5월
24,공주시,풍경,297,5월
25,공주시,무령왕릉,295,5월
26,공주시,수국,271,5월
27,공주시,가족,270,5월
28,공주시,식당,254,5월
29,공주시,칼국수,249,5월
30,보성군,보성,4381,5월
31,보성군,녹차,2990,5월
32,보성군,여행,1981,5월
33,보성군,밭,1396,5월
34,보성군,사진,1259,5월
35,보성군,체험,676,5월
36,보성군,카페,668,5월
37,보성군,바다,567,5월
38,보성군,벌교,525,5월
39,보성군,꼬막,502,5월
40,보성군,풍경,452,5월
41,보성군,해수욕장,427,5월
42,보성군,숙소,406,5월
43,보성군,공룡,398,5월
44,보성군,율포,398,5월
45,보성군,힐링,370,5월
46,보성군,공원,370,5월
47,보성군,엑스포,346,5월
48,보성군,맛집,346,5월
49,보성군,전망대,338,5월
50,보성군,박물관,337,5월
51,보성군,나무,336,5월
52,보성군,초록,334,5월
53,보성군,정원,315,5월
54,보성군,문화,314,5월
55,보성군,여행지,312,5월
56,보성군,꽃,305,5월
57,보성군,식당,291,5월
58,보성군,주문,286,5월
59,보성군,팥빙수,280,5월
60,서귀포시,제주,3100,5월
61,서귀포시,여행,2304,5월
62,서귀포시,제주도,2055,5월
63,서귀포시,사진,1385,5월
64,서귀포시,카페,941,5월
65,서귀포시,서귀포,808,5월
66,서귀포시,바다,787,5월
67,서귀포시,서귀포시,727,5월
68,서귀포시,수국,725,5월
69,서귀포시,숙소,672,5월
70,서귀포시,포토존,573,5월
71,서귀포시,호텔,529,5월
72,서귀포시,맛집,516,5월
73,서귀포시,뷰,490,5월
74,서귀포시,꽃,401,5월
75,서귀포시,돼지,396,5월
76,서귀포시,풍경,390,5월
77,서귀포시,가족,369,5월
78,서귀포시,체험,359,5월
79,서귀포시,산방산,347,5월
80,서귀포시,주차,345,5월
81,서귀포시,날씨,334,5월
82,서귀포시,커피,307,5월
83,서귀포시,갈치,296,5월
84,서귀포시,자연,291,5월
85,서귀포시,아침,280,5월
86,서귀포시,음식,279,5월
87,서귀포시,우도,267,5월
88,서귀포시,고기,266,5월
89,서귀포시,음료,265,5월
90,서천군,서천,1826,5월
91,서천군,여행,1525,5월
92,서천군,한산모시,910,5월
93,서천군,체험,879,5월
94,서천군,사진,761,5월
95,서천군,바다,731,5월
96,서천군,축제,582,5월
97,서천군,장항,547,5월
98,서천군,군산,503,5월
99,서천군,집,501,5월
100,서천군,공원,481,5월
101,서천군,카페,407,5월
102,서천군,갯벌,367,5월
103,서천군,꽃,358,5월
104,서천군,가족,357,5월
105,서천군,맛집,336,5월
106,서천군,장미,335,5월
107,서천군,버스,332,5월
108,서천군,자연,326,5월
109,서천군,스카이,309,5월
110,서천군,광어,300,5월
